# energy mu dmude
1.005651685999999972e+04 2.261832042643559859e+00 -5.151362415085302380e-05
1.006155326000000059e+04 2.256044774734709879e+00 -6.496996130685037335e-05
1.006659482000000025e+04 2.250061529230320101e+00 -6.018901059199908217e-05
1.007142200000000048e+04 2.244584740152160141e+00 -3.939270621593106284e-05
1.007647364999999991e+04 2.238877687296120023e+00 -3.288709479866054483e-05
1.008153047999999944e+04 2.233233070176139812e+00 -3.560958208602657310e-05
1.008659247999999934e+04 2.227475787906489924e+00 -3.329039004736182177e-05
1.009143924999999945e+04 2.222100071256880138e+00 -2.238841910866467023e-05
1.009651140999999916e+04 2.216482916183020180e+00 -3.487824159271034910e-05
1.010158877000000030e+04 2.210673992675920019e+00 -3.751138001536273819e-05
1.010645024999999987e+04 2.205257340617090112e+00 -3.160325597634119319e-05
1.011153780999999981e+04 2.199519271535459897e+00 -1.422760876955508006e-05
1.011640906999999970e+04 2.194334155190619917e+00 5.939885527271201520e-06
1.012150686999999925e+04 2.188866608879919795e+00 1.171265989443267215e-05
1.012660990999999922e+04 2.183516343719780206e+00 4.128379901963518929e-05
1.013149598999999944e+04 2.178687284086989973e+00 6.548834291617210916e-05
1.013660930999999982e+04 2.173665727173129891e+00 8.287364905729773976e-05
1.014150523000000067e+04 2.169070838093510201e+00 1.088678808209556017e-04
1.014640598999999929e+04 2.164610378177449945e+00 1.461523720289845292e-04
1.015153466999999910e+04 2.160324388426249964e+00 2.173442714993730439e-04
1.015644530999999915e+04 2.156856924057310110e+00 3.154239717906280626e-04
1.016158434999999918e+04 2.153944258159020020e+00 4.334418545256883953e-04
1.016650491999999940e+04 2.152134260303979918e+00 6.293130366319525139e-04
1.017143034000000080e+04 2.152024560928810004e+00 9.289752800907982808e-04
1.017658486000000084e+04 2.154402009735119972e+00 1.122395355121818010e-03
1.017703333000000021e+04 2.154803850515770058e+00 1.410777899220035667e-03
1.017748184000000037e+04 2.155209451739930060e+00 1.515039316880017594e-03
1.017793038999999953e+04 2.155742436441570042e+00 1.537491526249118272e-03
1.017860328999999911e+04 2.156418101020380007e+00 1.488043673473557612e-03
1.017905193999999938e+04 2.156873473894020066e+00 1.690161092454043473e-03
1.017950064000000020e+04 2.157577215319880004e+00 1.781372381883406224e-03
1.017994937000000027e+04 2.158147404805009995e+00 1.830952909654207702e-03
1.018039813999999933e+04 2.158913606171870114e+00 2.077998228907716738e-03
1.018107137999999941e+04 2.160206546829849916e+00 2.097316543810567434e-03
1.018152024999999958e+04 2.161003310418499801e+00 2.113064690502310279e-03
1.018196916000000056e+04 2.161898295180840091e+00 2.297213859463537004e-03
1.018241812000000027e+04 2.162926939934759929e+00 2.486905517652543418e-03
1.018309163000000081e+04 2.164601508154889942e+00 2.507919649690388240e-03
1.018354068000000007e+04 2.165663428334089868e+00 2.676941150754793587e-03
1.018398977999999988e+04 2.167003690545890038e+00 2.918853742423207446e-03
1.018443891000000076e+04 2.168370340982010092e+00 2.950258060243531825e-03
1.018488809000000037e+04 2.169750379132620033e+00 3.284148910160276762e-03
1.018556192999999985e+04 2.172329587232920023e+00 3.481484771061161936e-03
1.018601121000000057e+04 2.174020574521230209e+00 3.551168547545487195e-03
1.018646053000000029e+04 2.175833892085770049e+00 3.834968190064299166e-03
1.018690987999999925e+04 2.177882570493459902e+00 4.192394954461219590e-03
1.018758400000000074e+04 2.181224703283699995e+00 4.434536977757998905e-03
1.018803346000000056e+04 2.183655184806470029e+00 4.662452659001649347e-03
1.018848295999999937e+04 2.186130418285849863e+00 5.076385174697544723e-03
1.018893250000000080e+04 2.189082858885460059e+00 5.636547104744310012e-03
1.018960687999999936e+04 2.193798029678339923e+00 5.875731456065056736e-03
1.019005652000000009e+04 2.197127918148189973e+00 6.307469221281435459e-03
1.019050620999999956e+04 2.200779024220650193e+00 6.788324811018795618e-03
1.019095593000000008e+04 2.204715623353210141e+00 7.157115624641151655e-03
1.019140568999999959e+04 2.208832194875459898e+00 7.854863670615743615e-03
1.019208041000000048e+04 2.215882800278849984e+00 8.577393952534676999e-03
1.019253028000000086e+04 2.221139178496930100e+00 9.413768945796411117e-03
1.019298018000000047e+04 2.226784082178800084e+00 1.023670873057737872e-02
1.019343013000000064e+04 2.233079203392580148e+00 1.144769386413365363e-02
1.019410512000000017e+04 2.243619922636590047e+00 1.244613986311129440e-02
1.019455515999999989e+04 2.251490566416769923e+00 1.364887035262954060e-02
1.019500525000000016e+04 2.259867931078949788e+00 1.478553642568558243e-02
1.019545537999999942e+04 2.269174189199380187e+00 1.616836168542536839e-02
1.019590554999999949e+04 2.279297818496280215e+00 1.819454066346123597e-02
1.019658086999999978e+04 2.296659862383199968e+00 2.010311754460427508e-02
