# energy mu dmude
1.141386852999999974e+04 -2.738770516425059753e-01 -7.176044635090489008e-05
1.141902453000000060e+04 -2.772061864781020235e-01 -6.027283533362850961e-05
1.142401504999999997e+04 -2.801799516445619975e-01 -3.635874427259804019e-05
1.142906677999999920e+04 -2.829322757856769788e-01 -2.794096481330189690e-05
1.143406622000000061e+04 -2.857307287593769951e-01 -3.514155872832103666e-05
1.143901320999999916e+04 -2.885779153074650161e-01 -2.814531771266948256e-05
1.144413536999999997e+04 -2.912958226091409975e-01 -2.692993122904279376e-05
1.144897724000000017e+04 -2.940590899492290244e-01 -2.592642733697922400e-05
1.145410845999999947e+04 -2.967606424564169787e-01 -1.872507463846652393e-05
1.145895890999999938e+04 -2.993753488185770251e-01 -1.933338499957147169e-05
1.146415636000000086e+04 -3.021252078031990140e-01 -1.105679777801378964e-05
1.146907264000000032e+04 -3.045965842177439931e-01 -5.949159495927791468e-06
1.147393597000000045e+04 -3.070674504358870127e-01 1.437796714364920179e-06
1.147903263999999945e+04 -3.094731178521870074e-01 5.364839457513638401e-06
1.148413392000000022e+04 -3.119750991760469883e-01 2.076993640626583886e-05
1.148901022000000012e+04 -3.139469921082829740e-01 4.362421978419336877e-05
1.149394817999999941e+04 -3.158975044328840021e-01 6.093202119237073973e-05
1.149894793000000027e+04 -3.175520056652459955e-01 8.048072699559581894e-05
1.150383702000000085e+04 -3.190726146945450092e-01 1.114664512217479470e-04
1.150896070999999938e+04 -3.201054030813499929e-01 1.603064759110257094e-04
1.151385844999999972e+04 -3.205846421016980141e-01 2.163103725516338509e-04
1.151881811000000016e+04 -3.204156204272259889e-01 2.989769609339477615e-04
1.152401310999999987e+04 -3.191143758030030031e-01 4.290046563839421817e-04
1.152898165999999947e+04 -3.161263345187370066e-01 6.289285472949572445e-04
1.153401241999999911e+04 -3.106320134636539887e-01 7.526526536627259735e-04
1.153447523999999976e+04 -3.100169596445230269e-01 8.930799012728015806e-04
1.153505381999999918e+04 -3.091620711251890086e-01 9.481158958177015109e-04
1.153557459000000017e+04 -3.083362171032760224e-01 9.963005494533995390e-04
1.153603753999999935e+04 -3.075570451289970086e-01 1.104026409888483537e-03
1.153644265000000087e+04 -3.067205175814999851e-01 1.106823245469593922e-03
1.153702143000000069e+04 -3.057198867569629885e-01 1.168222921126240831e-03
1.153748450000000048e+04 -3.046387417397710129e-01 1.218719222546468285e-03
1.153806338999999934e+04 -3.035257075947889738e-01 1.224665489807656238e-03
1.153846863999999914e+04 -3.025538437563730088e-01 1.475525993371246038e-03
1.153898972999999933e+04 -3.010677844187680252e-01 1.492543920390253633e-03
1.153956876999999986e+04 -2.995948732988280017e-01 1.461654189137692435e-03
1.153997413000000051e+04 -2.984849219719479807e-01 1.603902713501011244e-03
1.154049536000000080e+04 -2.968826616139080277e-01 1.638891608168851610e-03
1.154090078999999969e+04 -2.957033749860030203e-01 1.656330641679988787e-03
1.154153794999999991e+04 -2.937143622831410172e-01 1.782867283799400909e-03
1.154205931000000055e+04 -2.918702154985339803e-01 1.935796764606963725e-03
1.154263867000000027e+04 -2.897135330736170244e-01 2.075167558906902687e-03
1.154292836999999963e+04 -2.884531599763119902e-01 2.134922769604114846e-03
1.154356575999999950e+04 -2.859501914793179944e-01 2.269993641525702883e-03
1.154397140000000036e+04 -2.839187983793730052e-01 2.522431557313147346e-03
1.154449299000000065e+04 -2.814201780048919965e-01 2.583968984611013670e-03
1.154507258999999976e+04 -2.783944133517000097e-01 2.755667221337047487e-03
1.154553631999999925e+04 -2.758041120724569750e-01 2.994579855416056816e-03
1.154600007999999980e+04 -2.729294322920909899e-01 3.160361057021489513e-03
1.154646387999999934e+04 -2.700108530304369814e-01 3.378185914945899121e-03
1.154698569999999927e+04 -2.663157906262830221e-01 3.555272388010126145e-03
1.154762354000000050e+04 -2.617915205034540005e-01 3.615088625132442581e-03
1.154802947999999924e+04 -2.587846608246580082e-01 4.020249772241100104e-03
1.154860944000000018e+04 -2.538263239227300239e-01 4.377255271600996936e-03
1.154895744999999988e+04 -2.505811252463410188e-01 4.837522160841077785e-03
1.154953750000000036e+04 -2.447112320879450131e-01 5.204891847186141236e-03
1.155000158999999985e+04 -2.395080719561399896e-01 5.742060302515780007e-03
1.155052373000000080e+04 -2.331227570473810018e-01 6.106555657803026081e-03
1.155104593000000023e+04 -2.264251690471220102e-01 6.642433150405193179e-03
1.155151014000000032e+04 -2.196385230439469871e-01 7.223013830738275395e-03
1.155203241999999955e+04 -2.117186781895440129e-01 7.745761798014140324e-03
1.155261278999999922e+04 -2.019713405125780070e-01 8.800986202333004743e-03
1.155296104000000014e+04 -1.947505845771710098e-01 9.866707682327162388e-03
1.155359955000000082e+04 -1.816986942373060021e-01 1.005741174900099712e-02
1.155400591999999961e+04 -1.728590237975660138e-01 1.173144190709237041e-02
1.155458648999999969e+04 -1.574983756364330134e-01 1.268668284478826486e-02
1.155505098999999973e+04 -1.451048099576149886e-01 1.411500612496359094e-02
1.155557359999999971e+04 -1.282772724263989972e-01 1.668975415858890352e-02
1.155603817999999956e+04 -1.104619043955169938e-01 1.928552361107421786e-02
1.155650279000000046e+04 -9.052705306679589836e-02 2.124487164979870640e-02
1.155702553000000080e+04 -6.622403395955410443e-02 2.525501739403946538e-02
1.155754831999999988e+04 -3.474290929460609884e-02 2.872622963657439632e-02
1.155795497000000069e+04 -9.754928440623509417e-03 3.169626339178833324e-02
1.155847783999999956e+04 2.761730508993770136e-02 3.766813418142867659e-02
1.155905887000000075e+04 7.836009752977489418e-02 4.371841935008568408e-02
1.155958185000000049e+04 1.299829911029760088e-01 5.187846061854100438e-02
1.156004674999999952e+04 1.871456032235979949e-01 6.426611274125569595e-02
1.156045357999999942e+04 2.490024999585689902e-01 7.605180627336607935e-02
1.156097667999999976e+04 3.374794305052030152e-01 9.066824311988286311e-02
1.156155796999999984e+04 4.619575300659949924e-01 1.098402649364648015e-01
1.156202303000000029e+04 5.820152173379999905e-01 1.337549765582289607e-01
1.156260441999999966e+04 7.598750003114730367e-01 1.657877716231028198e-01
1.156306957999999941e+04 9.514393026280040244e-01 1.969413992515074707e-01
1.156341847000000053e+04 1.101301090903120006e+00 2.047747487702166747e-01
1.156411630999999943e+04 1.407937633057380067e+00 2.098953508207692664e-01
1.156452342999999928e+04 1.595258455471709969e+00 2.177013000121692243e-01
1.156504690999999912e+04 1.839438151109920039e+00 2.072603827025360501e-01
1.156557042999999976e+04 2.057423379287460108e+00 1.712717342615003857e-01
1.156603583000000071e+04 2.200082385867490053e+00 1.062087362974144522e-01
1.156655945000000065e+04 2.280902978880179788e+00 4.522533512942285283e-02
1.156702491999999984e+04 2.294970416041360206e+00 -4.390042157949216456e-03
1.156743224999999984e+04 2.272303349427470032e+00 -4.180183962319042323e-02
1.156807238999999936e+04 2.201095510935870081e+00 -5.676512298350365471e-02
1.156847977999999966e+04 2.145002652746660132e+00 -6.406529943111968772e-02
