# energy mu dmude
9.458983260000000882e+03 1.404140691481789993e-01 -4.425723336582363724e-06
9.464006559999999808e+03 1.364810648956190087e-01 -9.036627348478393736e-06
9.469035320000000866e+03 1.324390764170249868e-01 -1.129565892295055305e-05
9.474069550000000163e+03 1.284460443715350064e-01 -1.523330989514948386e-05
9.478915329999999813e+03 1.244622705344879954e-01 -3.665564140682968131e-05
9.483960310000000391e+03 1.199818845196430062e-01 -8.065699188135776394e-05
9.489010790000000270e+03 1.148193921135299972e-01 -5.396015869411154741e-05
9.494066769999999451e+03 1.109380402532309934e-01 5.554133044415800083e-05
9.498933499999999185e+03 1.083946555311079973e-01 5.148463224937301763e-05
9.504000299999999697e+03 1.044152604349249946e-01 -1.391363078586260675e-05
9.509072640000000320e+03 1.002388646178769965e-01 -1.230366804115328845e-05
9.513955110000000786e+03 9.644394918271609329e-02 -5.748665675145569359e-05
9.519038319999999658e+03 9.124160314262559635e-02 -1.723385399989697906e-05
9.523931269999999131e+03 8.834442739861710081e-02 2.307810205109241139e-05
9.529025390000000698e+03 8.404275170970350317e-02 3.094165143436079490e-06
9.533928840000000491e+03 8.068665095604919679e-02 -1.992687753206704010e-05
9.539033900000000358e+03 7.585607427390110569e-02 1.211801960197221607e-05
9.543947899999999208e+03 7.321666448067569444e-02 4.287135220801620067e-05
9.549063940000000002e+03 6.907475083630139345e-02 -1.200207432102763070e-07
9.553988509999999224e+03 6.545301295175019740e-02 1.353264288234847290e-05
9.558918270000000120e+03 6.175907621005120168e-02 -8.288116165533570176e-06
9.564050740000000587e+03 5.748696684244129773e-02 2.090229272405053234e-05
9.568991120000000592e+03 5.444888029897149845e-02 2.491170302699319064e-05
9.573936729999999443e+03 5.040192704335329926e-02 6.433220743345657257e-06
9.579085709999999381e+03 4.679293769405840075e-02 4.256571737772128961e-05
9.584041989999999714e+03 4.356276984971640259e-02 4.806400321594093375e-05
9.589003520000000208e+03 4.020383846428660091e-02 3.171719337480725720e-05
9.593970300000000861e+03 3.660004407235750018e-02 2.171158114592683139e-05
9.598942339999999604e+03 3.300908364196839667e-02 3.668096403456748048e-05
9.603919659999999567e+03 2.973412683772300169e-02 7.112928846621052964e-05
9.608902249999999185e+03 2.691100368279330038e-02 7.751169728160715237e-05
9.614089760000000751e+03 2.365399592497800102e-02 9.338274963165103261e-05
9.619083140000000640e+03 2.118945795353240069e-02 1.388090770786403372e-04
9.624081829999999172e+03 1.906399775986230075e-02 1.913227037663236282e-04
9.629085839999999735e+03 1.778125610050559913e-02 2.204538887030036689e-04
9.629486390000000029e+03 1.757819442256799980e-02 1.568120730203224704e-04
9.630087279999999737e+03 1.736196047121860153e-02 1.919111638935970033e-04
9.630487909999999829e+03 1.723827976456869873e-02 1.935416833309484212e-04
9.631088929999999891e+03 1.702569134931790004e-02 2.269570628849258795e-04
9.631489649999999529e+03 1.697760197293859963e-02 2.403826180310219792e-04
9.632090799999999945e+03 1.679536672346810047e-02 2.314326666215579787e-04
9.632491599999999380e+03 1.672700028893070109e-02 3.471366089243426486e-04
9.633092870000000403e+03 1.680666810401279868e-02 4.383811781913716545e-04
9.633493759999999384e+03 1.694488265902580060e-02 4.267615838744201148e-04
9.634095160000000760e+03 1.699826827465069842e-02 3.378146800179679084e-04
9.634496139999999286e+03 1.693507782372500117e-02 3.025636390230840647e-04
9.635097669999999198e+03 1.690862506103920151e-02 2.985366988274368522e-04
9.635498729999999341e+03 1.683630645193839870e-02 3.982883343798275977e-04
9.635899830000000293e+03 1.701036879423020037e-02 4.581508659420266308e-04
9.636501529999999548e+03 1.709911561509759939e-02 4.499714057484278224e-04
9.636902710000000297e+03 1.725466711749260029e-02 4.767472430834606627e-04
9.637504549999999654e+03 1.740412122551419916e-02 5.376330566249703721e-04
9.637905819999999949e+03 1.769767776454909958e-02 5.594866255712728324e-04
9.638507779999999912e+03 1.789671471904100142e-02 4.818258071855581015e-04
9.638909130000000005e+03 1.801428274992429926e-02 5.489265110303902413e-04
9.639511220000000321e+03 1.836547242540469832e-02 5.207782711916090525e-04
9.639912659999999960e+03 1.841926706505590122e-02 5.124965056202566895e-04
9.640514880000000630e+03 1.875173101547560062e-02 5.502382080626789422e-04
9.640916400000000067e+03 1.889113931337740165e-02 6.480946146136896870e-04
9.641518749999999272e+03 1.944559175004549958e-02 8.602229913196823797e-04
9.641920360000000073e+03 2.006618878804449987e-02 8.814854819498987122e-04
9.642522829999999885e+03 2.066901270946009880e-02 8.689151562308692223e-04
9.642924530000000232e+03 2.126120279745359956e-02 9.217117221590401125e-04
9.643527130000000398e+03 2.198396941286310038e-02 1.010259893428870279e-03
9.643928910000000542e+03 2.277718360520900043e-02 1.171286222684414860e-03
9.644531639999999243e+03 2.386556894098770115e-02 1.114841108427803724e-03
9.644933510000000751e+03 2.453084743103349855e-02 1.144480038815840102e-03
9.645536369999999806e+03 2.568673505860490092e-02 1.227580815021328672e-03
9.645938319999999294e+03 2.654079828280190081e-02 1.238010628266674471e-03
9.646541310000000522e+03 2.772062481345419910e-02 1.502277286730969476e-03
9.646943339999999807e+03 2.917486370523649994e-02 1.893841605268085492e-03
9.647546459999999570e+03 3.124418726716469974e-02 1.948826876477757850e-03
9.647948580000000220e+03 3.282361227324460257e-02 2.085375501307406600e-03
9.648551830000000336e+03 3.520354741411869937e-02 2.188067793357842666e-03
9.648954040000000532e+03 3.701659035235300294e-02 2.491318498492326589e-03
9.649557409999999436e+03 4.008593605679269811e-02 2.655308235299915290e-03
9.649959699999999430e+03 4.227194093023709659e-02 2.999504857817883192e-03
9.650563210000000254e+03 4.612411838617330034e-02 3.373796572595835850e-03
9.650965580000000045e+03 4.916115483640250139e-02 3.858433108596484324e-03
9.651569219999999405e+03 5.411566705506200281e-02 4.263355973085309301e-03
9.651971680000000561e+03 5.807377811681829760e-02 5.132373137531381219e-03
9.652575440000000526e+03 6.500480058059560085e-02 5.783552627014005784e-03
9.652977989999999409e+03 7.044427727077010037e-02 6.829867678971290532e-03
9.653581879999999728e+03 7.975589808814799453e-02 7.851478494906345348e-03
9.653984519999999975e+03 8.751973199811340087e-02 1.015202494456423667e-02
9.654588530000000901e+03 1.020652186992629940e-01 1.202557151752959609e-02
9.654991249999999127e+03 1.140919246544710025e-01 1.594640427997252516e-02
9.655595400000000154e+03 1.375596894077550092e-01 1.998308324479141154e-02
9.655998209999999744e+03 1.587724829868180088e-01 2.720009775549772635e-02
9.656401050000000396e+03 1.864433202542999934e-01 3.973342346203439374e-02
9.657005380000000514e+03 2.484011615366560066e-01 5.465785633028571316e-02
9.657408299999999144e+03 3.100400220919020122e-01 8.801173937416188753e-02
9.658012759999999616e+03 4.479211697713350038e-01 1.183426237153406002e-01
9.658415769999999611e+03 5.786115833325700120e-01 1.678327448989355430e-01
9.659020360000000437e+03 8.291824730551099476e-01 1.889480905120911047e-01
9.659423459999999977e+03 1.007976404573990070e+00 1.924309104137427173e-01
9.660028169999999591e+03 1.266528071077889894e+00 1.833328514272545007e-01
9.660431360000000495e+03 1.424644847797500002e+00 1.600257026658022941e-01
9.661036200000000463e+03 1.630173211735260086e+00 1.401922652510157741e-01
9.661439469999999346e+03 1.743148853307509905e+00 1.080827343508353189e-01
9.662044439999999668e+03 1.875580469238850023e+00 8.839156748616042170e-02
9.662447799999999916e+03 1.943722251652800104e+00 6.550539379713965493e-02
9.663052900000000591e+03 2.024039130111969786e+00 5.480257072054638828e-02
9.663456340000000637e+03 2.067806968415970115e+00 4.847717291308925591e-02
9.664061569999999847e+03 2.133725955470210156e+00 5.089982927535786905e-02
9.664465099999999438e+03 2.183024657676400082e+00 5.837343480691667419e-02
9.665070460000000821e+03 2.265992550836600117e+00 6.218783950933235577e-02
9.665474079999999958e+03 2.323997729215410146e+00 6.194591581120228313e-02
9.666079560000000129e+03 2.406430874320310220e+00 5.947756246800877528e-02
9.666483270000000630e+03 2.458820962927469989e+00 5.511971563791580320e-02
9.667088879999999335e+03 2.531334711561119999e+00 5.038771073955410768e-02
9.667492669999999634e+03 2.572943925739370030e+00 4.163041774610391071e-02
9.668098420000000260e+03 2.625500767737470209e+00 3.422961127551484017e-02
9.668502290000000357e+03 2.650237106628479999e+00 2.067366289170570123e-02
9.668906199999999444e+03 2.662603598115529824e+00 2.334382507000156077e-04
9.669512129999999161e+03 2.649989107034909974e+00 -1.885249601348233314e-02
9.669916119999999864e+03 2.618809954071399826e+00 -4.670048189423257889e-02
9.670522179999999935e+03 2.542644912245170197e+00 -6.063543096969309376e-02
9.670926260000000184e+03 2.479655904136039979e+00 -7.060246331341825388e-02
9.671532450000000608e+03 2.380724732071839878e+00 -6.875553590630820167e-02
9.671936610000000655e+03 2.321938564208549938e+00 -5.617458325951332071e-02
9.672542929999999615e+03 2.251707161354239872e+00 -4.580930371996062150e-02
9.672947179999999207e+03 2.216573687251290004e+00 -3.186714775003158390e-02
9.673553630000000339e+03 2.178163105557310075e+00 -2.398808197806506434e-02
9.673957969999999477e+03 2.161015097056319778e+00 -1.418666973689059960e-02
9.674564539999999397e+03 2.144982310235620027e+00 -9.170634954224545290e-03
9.674968969999999899e+03 2.139287949655880094e+00 -4.352829195701819233e-03
9.675575670000000173e+03 2.134257631695660073e+00 -2.447074462730750889e-03
9.675980180000000473e+03 2.132916062364250021e+00 -6.348741105317810005e-04
9.676587020000000848e+03 2.132025352981580024e+00 -9.654264091702380790e-04
9.676991620000000694e+03 2.129928276388279862e+00 -4.217773232349761141e-03
9.677598579999999856e+03 2.121604751696259950e+00 -7.143736036554099514e-03
9.678003269999999247e+03 2.112819564837640218e+00 -1.099068269547464997e-02
9.678407989999999700e+03 2.100881831252369825e+00 -1.428963585252990970e-02
